rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team
66.64,1.05,a,,,,,,,,,,,,jump,serve_error,serve_error,a
68.09,1.04,b,2.73,2.58,12.83,11.55,12.12,in,in,oppo,blocked,1.95,yes,jump,blocked,blocked,a
68.93,1.52,b,,,,,,,,,,,,jump,serve_error,serve_error,b
69.84,0.98,a,9.25,4.09,8.0,5.72,14.99,out,out,d-ball,blocked,2.78,yes,float,,,a
69.76,2.54,a,14.76,14.89,13.22,7.66,2.29,in,in,bic,hit,0.95,no,,kill,kill,a
71.19,1.12,b,3.08,3.3,14.14,13.88,12.53,out,out,outside,blocked,2.83,yes,jump,blocked,blocked,a
71.57,0.97,b,3.74,3.35,13.05,10.92,11.59,in,out,oppo,blocked,2.24,yes,jump,blocked,blocked,a
73.29,1.18,b,9.17,8.99,12.75,15.17,5.82,in,in,outside,hit,1.04,no,jump,kill,kill,b
73.88,1.18,a,,,,,,,,,,,,jump,serve_error,serve_error,a
74.62,1.02,b,6.74,7.94,12.94,13.03,7.89,in,in,quick,hit,2.56,yes,tape,,,b
75.12,2.28,a,7.83,9.19,5.19,6.46,1.84,out,out,d-ball,hit,2.24,yes,,,,b
74.61,2.62,b,2.04,3.07,13.04,14.68,3.81,in,in,outside,hit,2.14,no,,kill,kill,b
76.2,1.05,a,,,,,,,,,,,,jump,serve_error,serve_error,a
76.81,0.85,b,,,,,,,,,,,,jump,serve_error,serve_error,b
77.67,1.0,a,2.69,2.98,13.27,12.83,24.05,in,in,quick,hit,1.35,no,jump,hit_error,hit_error,b
78.91,0.45,a,,,,,,,,,,,,jump,serve_error,serve_error,a
80.13,1.08,b,8.97,9.12,12.35,8.67,11.62,in,out,bic,free_ball,0.08,no,jump,,,a
80.07,1.01,a,12.49,12.27,8.1,11.03,5.13,out,out,oppo,hit,1.9,no,,kill,kill,a
80.94,1.1,b,2.98,3.48,7.08,14.13,3.67,in,in,outside,hit,2.77,no,jump,kill,kill,b
81.71,1.11,a,6.73,7.02,8.2,15.17,3.76,out,out,outside,hit,1.39,no,float,kill,kill,a
83.41,0.7,b,6.94,6.56,11.57,14.83,6.55,in,in,outside,hit,1.95,no,float,kill,kill,b
83.62,0.96,a,,,,,,,,,,,,jump,ace,ace,b
85.04,1.15,a,2.38,2.97,12.18,14.72,6.92,in,in,outside,hit,2.11,no,jump,kill,kill,a
85.89,0.98,b,7.9,6.89,,,,,,,,,,jump,ace,ace,a
86.95,1.61,b,6.91,7.22,13.4,15.12,9.0,in,in,outside,hit,2.01,yes,jump,,,a
86.6,1.74,a,8.76,9.33,9.2,15.21,1.07,out,out,outside,off_speed,2.29,no,,,,a
86.78,3.14,b,0.92,0.76,8.73,14.92,14.42,out,out,outside,blocked,2.99,yes,,blocked,blocked,a
88.45,1.13,b,8.0,7.52,12.15,8.85,5.75,in,in,bic,hit,2.47,yes,jump,,,a
88.11,1.65,a,5.89,6.9,7.75,15.17,11.69,out,out,outside,tip,3.06,no,,kill,kill,a
89.09,1.04,b,8.96,10.21,26.3,14.46,5.97,out,out,outside,roll_shot,3.25,no,jump,,,b
88.68,2.08,a,5.98,6.18,12.81,,13.93,out,,,blocked,0.74,yes,,blocked,blocked,b
89.94,0.76,a,7.07,6.34,6.81,11.03,11.83,out,out,oppo,blocked,1.79,yes,float,,,b
89.94,2.13,a,11.83,12.48,17.29,13.87,12.69,out,out,outside,roll_shot,2.06,yes,,,,b
89.98,3.44,b,12.35,9.39,8.1,10.92,17.64,out,out,oppo,blocked,2.95,yes,,tool,tool,b
91.83,1.35,a,7.09,7.34,12.31,13.92,2.67,in,in,outside,hit,1.99,yes,float,,,b
90.96,1.84,b,2.37,3.18,7.96,14.95,1.95,out,out,outside,hit,1.59,no,,kill,kill,b
92.0,0.15,a,3.19,3.2,11.72,13.41,0.86,in,in,quick,hit,2.11,no,jump,kill,kill,a
93.09,0.8,b,,,,,,,,,,,,tape,ace,ace,a
93.83,0.97,b,7.44,7.25,12.13,12.1,8.62,in,in,quick,hit,2.88,no,tape,kill,kill,b
95.45,1.18,a,4.13,3.92,12.27,13.19,6.04,in,in,quick,hit,0.93,no,jump,kill,kill,a
95.71,1.17,b,6.74,6.83,2.73,14.65,23.06,out,out,outside,hit,3.37,yes,jump,tool,tool,b
96.63,1.55,a,,,,,,,,,,,,jump,serve_error,serve_error,a
98.52,0.7,b,8.97,7.65,13.15,15.29,2.3,in,in,outside,hit,0.47,no,float,kill,kill,b
98.98,1.37,a,5.92,6.5,12.68,15.42,8.25,in,in,outside,hit,0.71,no,float,kill,kill,a
99.8,1.12,b,8.6,6.79,,,16.51,out,,,blocked,0.87,yes,jump,blocked,blocked,a
100.48,0.86,b,8.15,7.65,12.17,15.36,22.35,in,in,outside,hit,1.82,no,tape,hit_error,hit_error,a
102.14,1.36,b,1.45,2.11,8.02,14.79,7.13,out,out,outside,hit,1.57,yes,jump,,,a
101.79,2.23,a,7.32,5.41,12.48,15.09,8.6,in,in,outside,hit,1.69,no,,,,a
102.06,2.99,b,8.97,8.84,,,9.11,out,,,overpass,-0.35,no,,,,a
102.07,3.77,a,8.89,9.34,13.08,14.98,14.8,in,in,outside,hit,1.36,no,,kill,kill,a
103.1,1.47,b,7.94,7.77,12.23,9.22,8.76,in,in,bic,hit,2.06,no,tape,,,b
103.13,2.13,a,9.2,8.88,26.11,23.13,,out,out,bic,free_ball,1.47,no,,error,error,b
103.66,0.5,a,7.92,2.47,8.44,14.99,12.04,out,out,outside,hit,2.18,yes,float,kill,kill,a
104.61,0.82,b,2.64,3.05,13.05,15.37,7.39,in,in,outside,hit,0.87,no,jump,kill,kill,b
106.13,1.11,a,6.57,7.11,11.63,13.5,9.15,in,in,quick,hit,1.98,no,jump,,,b
105.84,1.78,b,9.42,9.01,13.68,8.17,2.46,out,out,bic,hit,0.78,no,,,,b
106.11,3.0,a,3.15,2.17,7.25,13.65,9.26,out,out,outside,blocked,2.17,yes,,blocked,blocked,b
106.92,1.08,a,2.65,3.05,12.31,15.21,20.46,in,in,outside,hit,1.45,no,jump,hit_error,hit_error,b
108.6,0.75,a,,,,,,,,,,,,jump,serve_error,serve_error,a
109.03,0.91,b,6.56,7.18,13.31,15.27,6.96,in,in,outside,hit,2.02,yes,float,,,b
108.89,1.85,a,7.23,5.81,8.27,25.56,,out,out,outside,free_ball,0.1,no,,error,error,b
109.76,0.94,a,9.91,9.05,12.65,14.14,10.48,in,in,quick,hit,1.16,yes,float,,,b
110.25,2.35,a,11.11,11.44,13.82,13.71,7.73,out,dump,dump,hit,0.62,yes,,,,b
110.3,3.82,b,8.15,8.25,12.96,6.32,8.66,in,in,d-ball,hit,2.18,no,,kill,kill,b
111.13,0.76,a,8.81,8.87,11.86,14.85,26.18,out,out,outside,blocked,2.22,yes,jump,tool,tool,a
112.1,0.58,b,4.08,2.25,12.67,12.96,22.13,in,in,quick,hit,2.1,yes,jump,tool,tool,b
113.05,0.77,a,,,,,,,,,,,,jump,serve_error,serve_error,a
114.02,1.53,b,,,,,,,,,,,,jump,serve_error,serve_error,b
114.88,0.93,a,2.86,3.68,13.2,15.48,8.28,in,out,outside,off_speed,1.15,no,jump,,,a
115.25,1.88,b,9.42,7.75,6.48,14.87,21.97,out,out,outside,hit,2.0,no,,hit_error,hit_error,a
116.02,1.12,b,7.85,7.93,12.74,14.5,21.04,in,in,outside,hit,0.74,yes,float,tool,tool,b
117.15,1.0,a,,,,,,,,,,,,jump,serve_error,serve_error,a
117.44,0.99,b,8.09,7.44,11.34,7.77,10.3,out,out,bic,blocked,2.12,yes,jump,blocked,blocked,a
118.68,1.03,b,6.12,7.0,9.05,9.05,15.27,out,out,outside,blocked,2.35,yes,jump,blocked,blocked,a
119.63,1.51,b,6.96,6.4,13.14,,13.39,in,dump,dump,tip,-0.11,no,jump,,,a
119.59,2.34,a,12.79,13.34,8.51,11.6,0.52,out,out,oppo,hit,1.1,no,,kill,kill,a
120.57,1.37,b,6.52,7.08,12.77,14.95,13.18,in,in,outside,hit,2.31,yes,jump,,,a
121.09,1.57,a,13.11,11.31,9.18,8.77,22.72,out,out,oppo,hit,1.44,yes,,tool,tool,a
121.55,0.93,b,7.6,7.98,7.71,5.55,11.38,out,out,d-ball,blocked,2.38,yes,jump,blocked,blocked,a
123.02,0.86,b,6.53,7.86,2.58,15.2,5.17,out,out,outside,hit,1.58,no,jump,kill,kill,b
124.34,1.85,a,7.42,6.96,3.21,9.6,9.42,out,out,outside,blocked,1.88,yes,float,blocked,blocked,b
124.9,1.4,a,7.53,6.51,11.95,14.31,7.04,in,in,quick,hit,1.06,no,float,,,b
125.15,1.83,b,6.69,6.94,5.45,14.88,12.08,out,out,outside,tip,1.64,no,,,,b
125.41,3.49,a,12.11,6.41,12.13,6.78,25.05,out,out,bic,free_ball,0.11,no,,hit_error,hit_error,b
125.94,0.61,a,7.29,7.31,10.84,6.02,22.27,out,out,d-ball,hit,2.58,no,float,hit_error,hit_error,b
127.2,0.41,a,1.96,6.62,13.49,13.72,5.88,in,out,outside,tip,1.17,no,float,,,b
127.65,1.96,b,5.83,5.39,8.03,11.7,1.14,out,out,oppo,hit,2.68,no,,kill,kill,b
128.29,0.5,a,8.05,6.81,12.83,12.59,8.73,in,in,quick,hit,1.19,no,float,,,a
128.11,1.97,b,9.26,9.38,13.9,10.93,6.63,out,out,oppo,tip,1.95,no,,,,a
127.56,2.71,a,7.6,7.94,13.08,12.89,7.59,in,in,quick,blocked,1.9,yes,,,,a
128.48,3.62,a,8.41,2.79,11.87,14.72,23.01,out,out,outside,hit,1.97,yes,,kill,kill,a
128.86,0.57,b,8.79,9.02,12.65,15.33,2.33,in,in,outside,hit,2.54,yes,jump,tool,tool,b
129.94,1.05,a,3.23,3.07,12.93,9.07,9.37,in,in,quick,hit,1.2,no,jump,,,a
129.83,1.83,b,9.22,8.89,12.41,,24.8,out,dump,dump,dump,2.06,yes,,,,a
130.01,3.06,a,25.26,9.99,12.41,8.19,7.37,in,in,bic,hit,2.16,no,,kill,kill,a
131.36,0.65,b,8.82,9.11,12.9,13.39,4.26,in,in,quick,hit,1.24,yes,jump,kill,kill,b
131.87,1.07,a,,,,,,,,,,,,float,serve_error,serve_error,a
132.72,0.91,b,5.86,6.28,12.93,15.44,8.21,in,in,outside,hit,0.55,no,jump,kill,kill,b
134.52,1.04,a,4.2,3.68,12.95,13.94,5.82,in,in,quick,hit,1.03,no,jump,,,b
133.96,2.17,b,6.15,5.69,11.83,,12.96,in,in,dump,dump,1.1,no,,kill,kill,b
134.76,0.8,a,,,,,,,,,,,,jump,serve_error,serve_error,a
136.47,1.29,b,7.12,6.56,12.75,5.72,3.2,in,out,d-ball,off_speed,-0.23,no,jump,,,a
136.16,2.23,a,2.77,2.89,12.76,13.49,21.93,in,in,quick,hit,1.36,yes,,tool,tool,a
137.46,0.62,b,3.45,2.56,13.12,13.63,9.17,in,in,quick,hit,2.26,no,jump,kill,kill,b
137.47,0.99,a,1.65,2.11,11.94,14.8,14.12,in,in,outside,hit,2.17,yes,jump,,,b
138.02,1.97,b,13.95,14.6,12.18,14.76,1.56,in,in,outside,hit,2.5,no,,kill,kill,b
139.33,0.95,a,2.01,0.34,7.92,14.96,17.5,out,out,outside,roll_shot,2.02,yes,jump,,,b
138.92,2.22,b,5.53,1.17,17.41,8.11,6.79,out,out,bic,free_ball,-0.45,no,,,,b
138.84,3.41,a,6.58,6.79,12.26,15.23,11.38,in,in,outside,tip,1.87,no,,,,b
139.58,3.64,b,11.31,6.04,11.17,13.98,23.33,out,out,outside,hit,2.1,yes,,tool,tool,b
139.87,1.09,a,2.88,2.95,12.78,11.97,9.12,in,in,quick,tip,1.84,no,jump,,,a
139.82,1.78,b,9.15,8.72,13.31,8.72,6.27,in,in,bic,tip,2.2,no,,,,a
140.14,3.43,a,5.8,0.7,8.72,15.18,18.24,out,out,outside,hit,2.17,yes,,,,a
140.09,4.59,b,18.06,0.73,12.82,15.01,21.97,in,in,outside,hit,1.6,no,,hit_error,hit_error,a
141.1,0.89,b,,,,,,,,,,,,jump,serve_error,serve_error,b
142.28,0.78,a,,,,,,,,,,,,jump,serve_error,serve_error,a
142.79,1.05,b,,,,,,,,,,,,jump,serve_error,serve_error,b
144.11,1.36,a,6.94,8.37,12.41,14.9,9.31,in,in,outside,hit,1.72,no,float,kill,kill,a
145.07,0.95,b,8.88,8.94,7.14,11.2,20.19,out,out,oppo,hit,1.94,no,,hit_error,hit_error,a
146.23,0.83,b,8.37,7.53,13.27,13.94,5.99,in,in,quick,hit,0.7,no,jump,kill,kill,b
146.93,1.77,a,4.01,3.87,12.7,13.19,6.99,in,in,quick,hit,0.46,no,jump,kill,kill,a
147.71,0.68,b,2.82,3.03,13.11,15.35,12.93,in,in,outside,hit,0.94,no,jump,kill,kill,b
148.82,0.79,a,5.73,7.28,6.93,9.75,8.98,out,out,outside,off_speed,1.97,no,jump,,,b
148.73,2.21,b,9.33,9.16,13.27,8.94,9.84,in,in,bic,hit,1.92,no,,kill,kill,b
150.54,1.14,a,2.25,3.12,,,8.16,out,,,blocked,0.2,yes,jump,blocked,blocked,b
151.06,0.9,a,1.31,1.06,8.22,14.44,3.4,out,out,outside,hit,1.89,yes,jump,,,a
151.17,2.63,b,3.02,3.21,7.91,14.98,19.14,out,out,outside,hit,2.16,no,,hit_error,hit_error,a
152.17,0.7,b,8.07,8.13,13.22,15.13,21.29,in,in,outside,hit,2.3,yes,jump,tool,tool,b
152.99,1.17,a,8.05,3.41,2.02,9.58,8.58,out,out,outside,hit,2.29,no,jump,,,b
153.16,1.53,b,8.73,8.78,15.9,5.69,6.92,out,out,d-ball,hit,2.52,no,jump,kill,kill,b
154.21,0.86,a,8.5,8.2,12.3,15.1,8.2,in,in,outside,hit,1.31,no,jump,kill,kill,a
154.86,1.68,b,1.74,2.22,11.55,,12.96,in,dump,dump,dump,0.66,no,jump,,,b
154.98,2.23,a,12.62,12.97,,,12.92,out,,,overpass,-0.07,no,,,,b
155.0,3.27,b,13.13,12.96,12.91,9.52,9.39,in,in,bic,hit,0.84,no,,kill,kill,b
155.94,1.13,a,7.19,7.2,12.25,14.83,9.62,in,in,outside,hit,0.73,no,float,,,b
155.67,2.53,b,9.08,8.99,17.18,0.88,8.0,out,out,d-ball,free_ball,0.29,no,,,,b
156.25,2.61,a,8.06,8.2,12.17,7.84,19.86,in,in,bic,hit,0.98,no,,hit_error,hit_error,b
157.42,1.43,a,7.37,8.35,8.94,15.13,13.75,out,out,outside,roll_shot,1.71,no,float,,,b
156.77,2.39,b,14.24,13.5,7.41,11.0,7.47,out,out,oppo,hit,2.17,yes,,,,b
157.43,3.1,a,7.21,6.31,8.73,14.77,19.65,out,out,outside,hit,2.08,no,,hit_error,hit_error,b
158.06,0.98,a,7.76,7.54,13.23,12.79,7.89,in,in,quick,hit,1.04,no,float,kill,kill,a
158.98,1.35,b,6.42,6.27,25.4,6.64,7.01,out,out,d-ball,off_speed,1.86,no,jump,,,b
158.83,2.25,a,7.27,5.8,4.11,9.8,6.22,out,out,outside,roll_shot,1.87,no,,,,b
158.94,2.86,b,6.07,5.81,14.09,15.17,14.96,in,in,outside,hit,1.93,no,,kill,kill,b
159.89,0.98,a,4.32,3.55,13.46,13.82,6.62,in,in,quick,hit,0.92,no,jump,,,a
160.04,2.35,b,6.53,6.91,18.62,7.84,7.91,out,out,bic,free_ball,0.52,no,,,,a
160.33,3.11,a,6.05,6.95,13.04,14.78,5.92,in,in,outside,hit,1.94,no,,kill,kill,a
161.11,1.22,b,8.12,8.04,13.11,15.35,14.0,in,in,outside,blocked,2.14,yes,float,,,a
160.59,2.4,b,14.25,13.92,7.94,14.66,3.76,out,out,outside,hit,1.72,yes,,,,a
160.42,3.3,a,4.4,3.22,11.54,15.12,25.88,in,in,outside,blocked,1.46,yes,,tool,tool,a
162.31,0.54,b,7.44,7.34,9.2,15.61,7.86,in,in,outside,hit,2.53,yes,float,,,a
161.88,1.58,a,7.94,9.01,12.97,7.4,2.83,in,in,bic,hit,1.75,no,,,,a
162.72,3.11,b,3.36,2.98,13.07,11.4,9.3,in,in,oppo,hit,1.64,yes,,,,a
161.75,3.74,a,9.95,9.17,13.32,14.18,8.33,in,in,quick,blocked,1.75,yes,,,,a
162.19,4.71,a,8.24,8.87,12.84,15.18,18.25,in,in,outside,hit,2.13,yes,,tool,tool,a
162.95,1.44,b,8.0,7.74,12.71,10.62,6.88,in,in,oppo,blocked,1.44,yes,float,blocked,blocked,a
164.33,1.06,b,8.21,7.97,14.4,15.14,14.46,in,in,outside,hit,1.9,no,float,kill,kill,b
165.03,1.02,a,,,,,,,,,,,,float,serve_error,serve_error,a
165.71,1.07,b,3.03,2.69,12.68,10.83,3.29,in,in,oppo,hit,2.32,yes,jump,,,b
166.0,2.13,a,3.21,3.76,8.57,15.11,3.17,out,out,outside,hit,1.89,yes,,,,b
165.72,2.86,b,2.87,3.32,12.62,15.33,3.22,out,out,outside,hit,1.98,yes,,,,b
166.09,4.11,a,3.0,2.74,7.84,14.86,19.98,out,out,outside,hit,1.7,no,,hit_error,hit_error,b
167.19,1.31,a,3.18,2.66,11.99,11.09,11.32,in,in,oppo,blocked,2.57,yes,jump,blocked,blocked,b
167.83,0.84,a,10.45,10.14,12.68,13.91,18.13,in,in,quick,hit,1.52,yes,jump,tool,tool,a
169.21,1.05,b,6.05,7.24,13.91,14.6,15.91,out,out,outside,hit,3.37,yes,jump,tool,tool,b
170.04,0.94,a,3.36,2.65,12.93,13.89,5.82,in,in,quick,tip,1.31,no,jump,,,a
169.64,1.74,b,6.12,6.08,2.98,13.95,13.14,out,out,outside,tip,1.65,no,,,,a
169.9,3.4,a,13.3,13.08,11.44,14.85,15.64,in,in,outside,hit,1.82,yes,,tool,tool,a
170.73,1.16,b,8.29,7.78,13.22,12.27,4.38,in,in,quick,hit,1.17,no,float,kill,kill,b
171.69,1.29,a,7.94,7.8,7.35,14.99,14.12,out,out,outside,blocked,1.85,yes,jump,,,a
172.02,2.18,a,13.93,14.15,14.1,14.96,9.03,out,out,outside,off_speed,2.0,no,,,,a
172.54,3.3,b,9.25,8.98,7.49,15.35,13.16,out,out,outside,blocked,1.75,yes,,blocked,blocked,a
173.18,1.16,b,1.99,2.1,12.85,13.84,9.36,in,in,outside,hit,1.25,no,jump,kill,kill,b
173.79,0.68,a,7.87,7.78,12.98,12.97,1.62,in,in,quick,hit,0.53,no,float,kill,kill,a
174.99,0.96,b,9.28,9.9,12.54,14.91,26.21,in,in,outside,blocked,1.7,yes,jump,tool,tool,b
176.58,0.88,a,,,,,,,,,,,,jump,serve_error,serve_error,a
176.61,0.57,b,7.99,8.21,12.11,15.16,3.53,in,in,outside,hit,1.74,yes,float,,,b
176.76,1.53,a,2.99,2.44,25.16,25.26,8.51,out,out,outside,free_ball,-0.17,no,,,,b
177.48,2.78,b,8.98,8.75,12.79,10.47,5.51,in,in,oppo,hit,1.09,no,,kill,kill,b
178.39,1.05,a,8.55,9.66,14.28,13.72,14.03,in,in,quick,tip,1.29,no,float,,,b
177.96,1.96,b,13.57,14.47,13.1,14.39,2.49,out,out,oppo,hit,1.68,no,,kill,kill,b
178.69,0.89,a,8.69,8.87,13.08,11.74,1.86,in,in,quick,hit,0.01,no,float,kill,kill,a
180.25,1.54,b,7.14,7.12,12.81,14.76,5.0,in,in,oppo,hit,1.87,yes,float,,,b
180.1,2.11,a,5.08,5.11,3.84,14.57,13.75,out,out,outside,roll_shot,2.22,no,,,,b
179.89,3.16,b,13.06,13.17,12.85,15.11,16.8,in,in,outside,hit,1.94,yes,,tool,tool,b
181.18,0.99,a,,,,,,,,,,,,jump,serve_error,serve_error,a
181.94,0.72,b,3.18,2.63,13.41,6.16,8.62,in,in,d-ball,hit,-0.06,no,jump,kill,kill,b
183.04,0.85,a,6.11,5.73,8.24,15.34,16.95,out,out,outside,hit,1.31,yes,jump,tool,tool,a
183.75,0.85,b,8.4,7.97,12.91,13.62,6.68,in,in,quick,hit,1.27,yes,jump,,,a
183.99,2.08,a,7.37,6.96,12.63,13.85,11.48,out,out,outside,hit,1.16,yes,,kill,kill,a
185.63,1.48,b,8.9,8.24,12.97,13.38,11.26,in,in,outside,tip,2.05,no,jump,kill,kill,b
185.98,0.89,a,,,,,,,,,,,,jump,serve_error,serve_error,a
186.88,1.01,b,8.23,8.2,13.49,,13.17,in,dump,dump,dump,0.37,no,jump,,,a
187.21,2.21,a,13.12,12.55,6.31,8.42,6.65,out,out,bic,hit,2.71,no,,,,a
186.25,3.33,b,6.97,7.15,11.87,,10.34,in,dump,dump,tip,-0.01,no,,,,a
187.14,3.38,a,10.0,9.57,7.19,10.7,1.5,out,out,oppo,hit,1.77,no,,kill,kill,a
187.85,1.32,b,8.25,7.9,13.2,5.7,4.74,in,in,d-ball,tip,2.03,no,jump,kill,kill,b
189.26,1.14,a,7.46,7.18,12.83,14.94,9.75,in,in,outside,hit,1.3,no,float,kill,kill,a
189.97,1.26,b,6.71,7.08,13.21,8.53,1.4,in,in,bic,hit,1.04,no,tape,kill,kill,b
190.7,1.2,a,8.31,8.21,13.1,15.07,24.7,in,in,outside,hit,2.19,yes,jump,,,b
191.38,2.05,b,24.78,9.58,6.24,9.59,6.16,out,out,outside,off_speed,2.01,no,,,,b
190.96,2.99,a,6.52,5.45,9.45,14.57,9.2,out,out,outside,hit,2.19,no,,,,b
190.7,3.91,b,9.04,8.93,,,13.46,out,,,overpass,0.27,no,,,,b
190.77,4.85,a,13.9,13.87,12.99,15.1,9.85,in,in,outside,blocked,2.0,yes,,blocked,blocked,b
192.0,1.14,a,3.13,3.06,13.0,13.83,7.96,in,in,quick,hit,1.25,no,jump,kill,kill,a
193.27,0.73,b,,,,,,,,,,,,jump,serve_error,serve_error,b
194.46,0.69,a,1.97,2.44,13.11,14.46,16.81,in,in,outside,hit,2.23,yes,jump,tool,tool,a
194.86,1.29,b,7.91,7.77,12.75,13.15,11.65,in,in,quick,hit,0.59,yes,jump,kill,kill,b
195.94,1.31,a,2.39,3.11,6.9,14.86,20.81,out,out,outside,hit,1.56,yes,jump,,,a
196.41,2.22,b,20.8,2.59,3.77,6.44,11.68,out,out,d-ball,blocked,1.91,yes,,,,a
196.02,3.07,b,12.13,11.71,11.28,,7.21,out,,,blocked,0.89,yes,,,,a
196.82,4.03,b,7.23,7.67,7.45,15.45,2.41,out,out,outside,off_speed,1.81,no,,,,a
196.46,4.71,a,3.34,3.1,11.81,14.73,5.03,in,in,outside,hit,1.02,no,,kill,kill,a
197.27,0.85,b,7.8,8.26,13.69,13.21,3.41,in,in,quick,hit,1.06,no,jump,kill,kill,b
197.97,1.44,a,3.1,2.84,13.25,15.67,8.11,in,in,outside,hit,0.55,no,jump,kill,kill,a
199.27,0.94,b,6.73,7.48,12.71,14.87,6.09,in,in,outside,hit,1.32,no,jump,kill,kill,b
200.5,0.8,a,7.11,7.46,8.78,14.62,11.02,out,out,outside,tip,2.03,no,float,kill,kill,a
200.39,1.46,b,,,,,,,,,,,,jump,serve_error,serve_error,b
201.57,1.13,a,3.94,3.96,11.39,13.23,13.96,in,in,quick,hit,0.99,no,jump,kill,kill,a
202.94,1.11,b,8.17,7.29,8.07,14.98,17.96,out,out,outside,hit,1.56,no,float,hit_error,hit_error,a
204.1,1.11,b,6.53,6.74,11.72,15.29,9.96,in,in,outside,hit,2.1,yes,float,,,a
204.22,2.72,a,9.93,9.75,14.05,11.16,11.74,out,out,oppo,blocked,1.95,yes,,,,a
203.83,2.8,a,12.24,12.08,11.93,8.12,18.31,out,out,bic,hit,1.82,yes,,tool,tool,a
205.37,1.23,b,7.93,7.83,12.99,10.75,3.29,in,in,oppo,hit,2.02,yes,float,,,a
204.93,1.68,a,3.04,2.98,7.11,15.21,8.46,out,out,outside,hit,1.83,no,,,,a
204.84,3.38,b,9.41,9.28,8.65,14.81,11.84,out,out,oppo,blocked,2.67,yes,,blocked,blocked,a
206.2,0.62,b,7.88,7.78,13.64,15.26,9.04,in,in,outside,hit,1.86,no,float,,,a
205.64,1.81,a,8.97,8.76,6.95,15.02,2.31,out,out,outside,off_speed,1.85,no,,,,a
205.8,3.15,b,2.02,2.14,11.76,10.45,20.64,in,in,oppo,hit,2.62,no,,hit_error,hit_error,a
206.96,0.97,b,8.46,8.27,11.88,14.82,4.03,in,in,outside,hit,1.68,no,float,kill,kill,b
207.67,1.37,a,6.84,7.25,11.82,13.59,14.51,in,in,quick,hit,1.28,no,float,kill,kill,a
209.39,0.94,b,2.72,3.36,26.29,5.98,1.18,out,out,d-ball,hit,3.44,no,jump,kill,kill,b
209.99,0.61,a,2.79,3.4,7.48,14.71,17.61,out,out,outside,hit,1.87,yes,jump,tool,tool,a
210.65,0.74,b,7.07,1.77,8.24,15.06,3.09,out,out,outside,hit,2.4,yes,jump,,,a
211.79,2.27,a,2.77,3.23,6.31,10.95,13.1,out,out,oppo,roll_shot,1.76,yes,,kill,kill,a
212.01,0.48,b,7.01,7.24,12.92,14.56,16.59,in,in,outside,tip,2.25,no,jump,hit_error,hit_error,a
213.06,0.62,b,0.82,1.25,9.4,13.65,13.53,out,out,outside,blocked,3.55,yes,jump,,,a
213.05,1.98,b,14.07,14.05,13.28,5.8,22.06,out,out,d-ball,hit,1.76,no,,hit_error,hit_error,a
1.22,1.27,b,4.06,4.11,13.42,13.31,7.51,in,in,quick,off_speed,2.31,no,jump,,,a
1.14,2.43,a,7.22,5.72,3.26,10.79,16.84,out,out,oppo,hit,3.23,no,,,,a
0.63,3.07,b,5.81,6.17,21.58,24.75,12.53,out,out,outside,free_ball,-0.38,no,,,,a
0.79,4.31,a,12.93,13.03,13.25,15.04,3.97,in,in,outside,hit,1.2,no,,,,a
0.31,5.58,b,9.24,8.61,3.46,15.04,3.82,out,out,outside,hit,2.98,yes,,,,a
1.09,5.78,a,4.64,3.27,2.61,12.05,5.46,in,in,bic,hit,2.17,yes,,,,a
0.58,6.98,b,9.62,10.07,2.95,15.73,7.66,out,out,outside,roll_shot,1.16,no,,,,a
0.99,7.58,a,8.01,5.82,7.2,10.44,10.87,out,out,oppo,off_speed,2.94,no,,kill,kill,a
2.25,0.63,b,2.15,2.87,13.05,14.2,2.35,in,in,quick,off_speed,1.35,no,jump,kill,kill,b
3.49,1.02,a,1.89,2.44,12.44,10.69,11.45,in,in,oppo,hit,1.72,yes,jump,,,a
3.09,2.38,b,11.79,11.92,11.61,13.19,19.13,in,in,bic,hit,2.76,no,,hit_error,hit_error,a
3.92,0.76,b,,,,,,,,,,,,jump,serve_error,serve_error,b
5.08,0.66,a,7.17,7.83,13.61,13.9,6.32,in,in,quick,hit,2.37,no,float,kill,kill,a
6.06,1.41,b,3.65,2.98,25.91,14.83,20.66,out,out,outside,hit,2.9,no,jump,hit_error,hit_error,a
7.43,1.18,b,4.77,4.72,7.59,14.85,22.45,in,in,outside,hit,1.7,yes,jump,tool,tool,b
8.49,0.84,a,2.95,2.88,11.23,15.2,5.09,in,in,outside,hit,1.9,no,jump,kill,kill,a
8.98,0.79,b,8.02,8.42,7.91,15.42,20.75,out,out,outside,hit,2.56,no,float,hit_error,hit_error,a
9.5,1.3,b,9.39,7.95,13.44,13.84,10.04,in,in,quick,hit,2.02,no,float,kill,kill,b
11.47,0.84,a,1.8,1.91,11.85,13.97,11.62,in,in,quick,tip,0.96,no,jump,,,b
10.9,1.78,b,11.92,10.77,4.06,15.44,16.07,out,out,outside,hit,2.92,yes,,tool,tool,b
11.48,1.05,a,3.96,3.58,19.88,,,,,,,,,jump,ace,ace,b
12.99,0.89,a,,,,,,,,,,,,jump,serve_error,serve_error,a
